artifact_row_index,source_id,city,district,support,tier,address_text
178551,7749358,casablanca,gauthier,422,SAFE_25,Gauthier à Casablanca
178553,7749467,casablanca,sidi moumen,119,SAFE_25,Sidi Moumen à Casablanca
178554,7749482,marrakech,camp al ghoul,112,SAFE_25,Camp Al Ghoul à Marrakech
178555,7749491,tetouan,bled,9,SAFE_5,Bled à Tétouan
178556,7749518,agadir,al wifaq,38,SAFE_25,Al Wifaq à Agadir
178559,7749560,meknes,hay zitoune,10,SAFE_10,Hay zitoune à Meknes
178564,7749687,tanger,tanger city center,86,SAFE_25,Tanger City Center à Tanger
178566,7749729,oujda,hay fath,16,SAFE_10,Hay fath à Oujda
178568,7749750,casablanca,al qods,132,SAFE_25,Al Qods à Casablanca
178569,7749808,casablanca,moulay youssef,31,SAFE_25,Moulay Youssef à Casablanca
178570,7749812,oujda,lazaret,21,SAFE_10,Lazaret à Oujda
178573,7749839,casablanca,sidi moumen,119,SAFE_25,Sidi Moumen à Casablanca
178574,7749844,tanger,marjane,165,SAFE_25,Marjane à Tanger
178575,7749846,sale,tabriquet,37,SAFE_25,Tabriquet à Salé
178576,7749868,rabat,haut agdal,84,SAFE_25,Haut Agdal à Rabat
178579,7749927,marrakech,massira 2,22,SAFE_10,Massira 2 à Marrakech
178580,7749931,casablanca,maarif extension,351,SAFE_25,Maârif Extension à Casablanca
178582,7749934,fes,hay bensouda,12,SAFE_10,Hay Bensouda à Fès
178583,7749938,rabat,quartier des ambassades,66,SAFE_25,Quartier Des Ambassades à Rabat
178585,7749961,marrakech,ennakhil palmeraie,469,SAFE_25,Ennakhil (Palmeraie) à Marrakech
178588,7749989,casablanca,sidi maarouf,518,SAFE_25,Sidi Maarouf à Casablanca
178589,7749997,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
178591,7750025,casablanca,ain sebaa,344,SAFE_25,Aïn Sebaâ à Casablanca
178592,7750032,casablanca,sidi maarouf,518,SAFE_25,Sidi Maarouf à Casablanca
178593,7750049,tanger,route nationale assilah n1,134,SAFE_25,Route Nationale Assilah (N1) à Tanger
178594,7750052,casablanca,casablanca finance city,208,SAFE_25,Casablanca Finance City à Casablanca
178598,7750110,kenitra,la ville haute,69,SAFE_25,La Ville Haute à Kénitra
178599,7750113,casablanca,al osra,17,SAFE_10,Al Osra à Casablanca
178601,7750124,mohammedia,mannesmann,37,SAFE_25,Mannesmann à Mohammedia
178602,7750139,marrakech,mhamid,253,SAFE_25,Mhamid à Marrakech
178603,7750179,tanger,marjane,165,SAFE_25,Marjane à Tanger
178604,7750182,tanger,castilla,76,SAFE_25,Castilla à Tanger
178605,7750186,casablanca,roches noires,198,SAFE_25,Roches Noires à Casablanca
178606,7750220,casablanca,nassim 2,43,SAFE_25,Nassim 2 à Casablanca
178607,7750227,sale,ouled moussa,10,SAFE_10,Ouled Moussa à Salé
178608,7750268,rabat,l ocean,61,SAFE_25,L'Ocean à Rabat
178610,7750290,el jadida,lalla zahra,4,LOW,Lalla Zahra à El Jadida
178613,7750371,tanger,malabata,421,SAFE_25,Malabata à Tanger
178615,7750416,rabat,agdal,313,SAFE_25,Agdal à Rabat
178618,7750497,skhirat,plage rose maree,34,SAFE_25,Plage rose marée à Skhirat
178620,7750549,fes,zouagha,21,SAFE_10,Zouagha à Fès
178622,7750579,tanger,de la plage,188,SAFE_25,De La Plage à Tanger
178623,7750598,tanger,mghogha,80,SAFE_25,Mghogha à Tanger
178624,7750606,casablanca,mers sultan,170,SAFE_25,Mers Sultan à Casablanca
178625,7750608,dakhla,al ghoufrane,1,LOW,Al Ghoufrane à Dakhla
178626,7750609,dakhla,al ghoufrane,1,LOW,Al Ghoufrane à Dakhla
178627,7750610,dakhla,al ghoufrane,1,LOW,Al Ghoufrane à Dakhla
178628,7750611,dakhla,al ghoufrane,1,LOW,Al Ghoufrane à Dakhla
178630,7750654,casablanca,gauthier,422,SAFE_25,Gauthier à Casablanca
178631,7750658,casablanca,nassim 2,43,SAFE_25,Nassim 2 à Casablanca
178632,7750659,casablanca,les hopitaux,385,SAFE_25,Les Hôpitaux à Casablanca
178633,7750663,casablanca,casablanca finance city,208,SAFE_25,Casablanca Finance City à Casablanca
178635,7750675,marrakech,route casablanca,269,SAFE_25,Route Casablanca à Marrakech
178637,7750691,fes,hay tarik 1,5,SAFE_5,Hay Tarik 1 à Fès
178638,7750696,meknes,hamria,152,SAFE_25,Hamria à Meknes
178640,7750741,kenitra,la ville haute,69,SAFE_25,La Ville Haute à Kénitra
178641,7750742,casablanca,sidi maarouf,518,SAFE_25,Sidi Maarouf à Casablanca
178642,7750750,meknes,hamria,152,SAFE_25,Hamria à Meknes
178645,7750765,tanger,zemmouri,11,SAFE_10,Zemmouri à Tanger
178646,7750774,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
178647,7750777,casablanca,sidi moumen,119,SAFE_25,Sidi Moumen à Casablanca
178650,7750791,casablanca,al hassania,2,LOW,Al Hassania à Casablanca
178651,7750796,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
178652,7750805,temara,wifak,121,SAFE_25,Wifak à Temara
178654,7750847,rabat,agdal,313,SAFE_25,Agdal à Rabat
178655,7750871,agadir,agadir oufella,4,LOW,Agadir Oufella à Agadir
178656,7750894,casablanca,yasmina,4,LOW,Yasmina à Casablanca
178657,7750903,el jadida,quartier aerodrome,20,SAFE_10,Quartier Aérodrome à El Jadida
178660,7750926,rabat,hay ach chbanat,25,SAFE_25,Hay Ach-chbanat à Rabat
178661,7750927,casablanca,californie,735,SAFE_25,Californie à Casablanca
178662,7750929,meknes,cente,31,SAFE_25,Cente à Meknes
178664,7751005,casablanca,les hopitaux,385,SAFE_25,Les Hôpitaux à Casablanca
178665,7751018,el jadida,sidi moussa,18,SAFE_10,Sidi Moussa à El Jadida
178666,7751059,rabat,agdal,313,SAFE_25,Agdal à Rabat
178667,7751066,mohammedia,les cretes,2,LOW,Les Cretes à Mohammedia
178668,7751074,casablanca,laymoune,100,SAFE_25,Laymoune à Casablanca
178669,7751079,casablanca,casablanca finance city,208,SAFE_25,Casablanca Finance City à Casablanca
178671,7751097,rabat,diour jamaa,38,SAFE_25,Diour Jamaa à Rabat
178672,7751101,sale,sidi hajji,27,SAFE_25,Sidi Hajji à Salé
178673,7751107,meknes,cente,31,SAFE_25,Cente à Meknes
178675,7751115,bouznika,al kawtar,71,SAFE_25,Al Kawtar à Bouznika
178676,7751124,bouznika,plage oued cherrat,118,SAFE_25,Plage Oued Cherrat à Bouznika
178677,7751146,rabat,hay al kora,8,SAFE_5,Hay Al Kora à Rabat
178678,7751151,temara,sable d or,1,LOW,Sable d'or à Temara
178679,7751164,marrakech,daoudiat,64,SAFE_25,Daoudiat à Marrakech
178680,7751173,casablanca,ain sebaa,344,SAFE_25,Aïn Sebaâ à Casablanca
178681,7751177,casablanca,bernoussi,99,SAFE_25,Bernoussi à Casablanca
178682,7751181,el jadida,sidi moussa,18,SAFE_10,Sidi Moussa à El Jadida
178684,7751195,marrakech,route casablanca,269,SAFE_25,Route Casablanca à Marrakech
178686,7751222,kenitra,mimosas,57,SAFE_25,Mimosas à Kénitra
178687,7751229,casablanca,hay hassani,116,SAFE_25,Hay Hassani à Casablanca
178689,7751296,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
178690,7751297,casablanca,hay salama,19,SAFE_10,Hay Salama à Casablanca
178692,7751319,casablanca,mandarona,87,SAFE_25,Mandarona à Casablanca
178693,7751324,marrakech,sidi ghanem,14,SAFE_10,Sidi Ghanem à Marrakech
178696,7751335,marrakech,izdihar,97,SAFE_25,Izdihar à Marrakech
178697,7751339,bouznika,plage oued cherrat,118,SAFE_25,Plage Oued Cherrat à Bouznika
178698,7751347,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
178699,7751348,bouznika,plage oued cherrat,118,SAFE_25,Plage Oued Cherrat à Bouznika
178700,7751349,casablanca,ain sebaa,344,SAFE_25,Aïn Sebaâ à Casablanca
178701,7751362,casablanca,hay hassani,116,SAFE_25,Hay Hassani à Casablanca
178705,7751384,tanger,malabata,421,SAFE_25,Malabata à Tanger
178706,7751385,oujda,boustane,15,SAFE_10,Boustane à Oujda
178707,7751394,bouznika,plage oued cherrat,118,SAFE_25,Plage Oued Cherrat à Bouznika
178708,7751428,settat,hay mabrouka,5,SAFE_5,Hay Mabrouka à Settat
178709,7751429,rabat,riyad,566,SAFE_25,Riyad à Rabat
178710,7751439,rabat,hassan centre ville,119,SAFE_25,Hassan - Centre Ville à Rabat
178712,7751449,casablanca,bourgogne ouest,380,SAFE_25,Bourgogne Ouest à Casablanca
178713,7751454,rabat,riyad,566,SAFE_25,Riyad à Rabat
178715,7751469,marrakech,hay targa,491,SAFE_25,Hay Targa à Marrakech
178716,7751471,ifrane,les jardins d ifrane,8,SAFE_5,Les jardins d'ifrane à Ifrane
178717,7751477,tanger,bel air val fleuri,128,SAFE_25,Bel Air - Val fleuri à Tanger
178718,7751484,casablanca,la gironde,122,SAFE_25,La Gironde à Casablanca
178719,7751490,agadir,hay mohammadi,183,SAFE_25,Hay Mohammadi à Agadir
178722,7751520,casablanca,laymoune,100,SAFE_25,Laymoune à Casablanca
178723,7751521,casablanca,val fleury,190,SAFE_25,Val Fleury à Casablanca
178724,7751533,casablanca,bourgogne ouest,380,SAFE_25,Bourgogne Ouest à Casablanca
178725,7751535,mohammedia,mannesmann,37,SAFE_25,Mannesmann à Mohammedia
178728,7751546,tetouan,saniat errmel,11,SAFE_10,Saniat Errmel à Tétouan
178729,7751555,rabat,agdal,313,SAFE_25,Agdal à Rabat
178730,7751558,marrakech,ennakhil palmeraie,469,SAFE_25,Ennakhil (Palmeraie) à Marrakech
178731,7751578,casablanca,fonciere,22,SAFE_10,Foncière à Casablanca
178736,7751633,fes,hay bensouda,12,SAFE_10,Hay Bensouda à Fès
178737,7751649,casablanca,bourgogne est,157,SAFE_25,Bourgogne Est à Casablanca
178738,7751684,sale,sakani,12,SAFE_10,Sakani à Salé
178739,7751687,casablanca,al farah dar essalam,11,SAFE_10,Al Farah Dar Essalam à Casablanca
178740,7751701,rabat,riyad,566,SAFE_25,Riyad à Rabat
178741,7751716,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
178743,7751739,casablanca,ain sebaa,344,SAFE_25,Aïn Sebaâ à Casablanca
178744,7751748,casablanca,cil hay salam,225,SAFE_25,CIL (Hay Salam) à Casablanca
178746,7751760,sale,bab al bahr,12,SAFE_10,Bab Al Bahr à Salé
178747,7751763,fes,zone industrielle ain chkef,2,LOW,Zone Industrielle Ain Chkef à Fès
178749,7751766,tanger,de la plage,188,SAFE_25,De La Plage à Tanger
178751,7751772,rabat,agdal,313,SAFE_25,Agdal à Rabat
178753,7751785,casablanca,beausejour,150,SAFE_25,Beauséjour à Casablanca
178754,7751786,tanger,aharrarine,37,SAFE_25,Aharrarine à Tanger
178759,7751815,marrakech,hivernage,273,SAFE_25,Hivernage à Marrakech
178760,7751826,rabat,souissi,566,SAFE_25,Souissi à Rabat
178761,7751834,rabat,agdal,313,SAFE_25,Agdal à Rabat
178762,7751835,sale,sakani,12,SAFE_10,Sakani à Salé
178765,7751860,rabat,riyad,566,SAFE_25,Riyad à Rabat
178766,7751864,marrakech,route de safi,237,SAFE_25,Route de Safi à Marrakech
178767,7751879,rabat,agdal,313,SAFE_25,Agdal à Rabat
178772,7751952,casablanca,racine,596,SAFE_25,Racine à Casablanca
178776,7751990,agadir,hay mohammadi,183,SAFE_25,Hay Mohammadi à Agadir
178777,7752005,oujda,lazaret,21,SAFE_10,Lazaret à Oujda
178780,7752063,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
178781,7752064,casablanca,la gironde,122,SAFE_25,La Gironde à Casablanca
178782,7752155,marrakech,amerchich,50,SAFE_25,Amerchich à Marrakech
178783,7752161,kenitra,la ville haute,69,SAFE_25,La Ville Haute à Kénitra
178787,7752230,casablanca,les princesses,332,SAFE_25,Les princesses à Casablanca
178788,7752231,marrakech,ouasis,16,SAFE_10,Ouasis à Marrakech
178789,7752242,safi,hay anas,3,LOW,Hay Anas à Safi
178792,7752261,casablanca,maarif,326,SAFE_25,Maârif à Casablanca
178797,7752322,sale,hay alqods,2,LOW,Hay Alqods à Salé
178798,7752350,casablanca,salmia 2,26,SAFE_25,Salmia 2 à Casablanca
178800,7752373,rabat,hassan centre ville,119,SAFE_25,Hassan - Centre Ville à Rabat
178801,7752403,fes,route immouzer,38,SAFE_25,Route Immouzer à Fès
178803,7752409,marrakech,boulevard med 6,124,SAFE_25,Boulevard Med 6 à Marrakech
178804,7752427,agadir,hay salam,64,SAFE_25,Hay Salam à Agadir
178805,7752432,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
178806,7752447,rabat,agdal,313,SAFE_25,Agdal à Rabat
178807,7752463,tanger,tanja balia,220,SAFE_25,Tanja Balia à Tanger
178808,7752487,marrakech,majorelle,157,SAFE_25,Majorelle à Marrakech
178809,7752508,meknes,hamria,152,SAFE_25,Hamria à Meknes
178811,7752515,agadir,hay mohammadi,183,SAFE_25,Hay Mohammadi à Agadir
178812,7752534,marrakech,kaa el machraa,8,SAFE_5,Kaa El Machraa à Marrakech
178813,7752535,rabat,kebibat,33,SAFE_25,Kébibat à Rabat
178815,7752600,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
178817,7752610,rabat,aviation mabella,79,SAFE_25,Aviation - Mabella à Rabat
178821,7752685,marrakech,ennakhil palmeraie,469,SAFE_25,Ennakhil (Palmeraie) à Marrakech
178822,7752686,agadir,al wifaq,38,SAFE_25,Al Wifaq à Agadir
178823,7752695,casablanca,franceville,76,SAFE_25,Franceville à Casablanca
178824,7752716,casablanca,oasis,332,SAFE_25,Oasis à Casablanca
178825,7752722,casablanca,maarif extension,351,SAFE_25,Maârif Extension à Casablanca
178827,7752734,kenitra,maamora,58,SAFE_25,Maamora à Kénitra
178828,7752739,casablanca,bernoussi,99,SAFE_25,Bernoussi à Casablanca
178829,7752783,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
178830,7752789,casablanca,mers sultan,170,SAFE_25,Mers Sultan à Casablanca
178831,7752793,rabat,agdal,313,SAFE_25,Agdal à Rabat
178834,7752802,bouznika,al kawtar,71,SAFE_25,Al Kawtar à Bouznika
178836,7752812,temara,wifak,121,SAFE_25,Wifak à Temara
178837,7752828,meknes,marjane,146,SAFE_25,Marjane à Meknes
178838,7752849,meknes,cente,31,SAFE_25,Cente à Meknes
178839,7752864,sale,mkinssia,13,SAFE_10,Mkinssia à Salé
178840,7752865,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
178842,7752942,oujda,bd derfoufi,5,SAFE_5,Bd Derfoufi à Oujda
178843,7752945,el jadida,ennajd,27,SAFE_25,Ennajd à El Jadida
178844,7752994,el jadida,essaada,55,SAFE_25,Essaada à El Jadida
178847,7753030,agadir,amicales,13,SAFE_10,Amicales à Agadir
178849,7753048,casablanca,racine extension,51,SAFE_25,Racine Extension à Casablanca
178851,7753053,sale,sakani,12,SAFE_10,Sakani à Salé
178854,7753107,bouznika,hamza,21,SAFE_10,Hamza à Bouznika
178855,7753110,casablanca,hay hassani,116,SAFE_25,Hay Hassani à Casablanca
178856,7753118,bouznika,assanaouber,16,SAFE_10,Assanaouber à Bouznika
178859,7753150,casablanca,les hopitaux,385,SAFE_25,Les Hôpitaux à Casablanca
178860,7753156,fes,quartier oued fes,34,SAFE_25,Quartier Oued Fes à Fès
178862,7753159,casablanca,maarif,326,SAFE_25,Maârif à Casablanca
178865,7753173,temara,massira 2,27,SAFE_25,Massira 2 à Temara
178866,7753181,tetouan,wilaya,41,SAFE_25,Wilaya à Tétouan
178867,7753191,casablanca,sidi moumen,119,SAFE_25,Sidi Moumen à Casablanca
178870,7753217,sale,tabriquet,37,SAFE_25,Tabriquet à Salé
178871,7753220,casablanca,maarif extension,351,SAFE_25,Maârif Extension à Casablanca
178872,7753241,temara,oued eddahab,11,SAFE_10,Oued Eddahab à Temara
178873,7753242,agadir,abattoirs,30,SAFE_25,Abattoirs à Agadir
178874,7753244,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
178875,7753247,meknes,marjane,146,SAFE_25,Marjane à Meknes
178876,7753255,rabat,haut agdal,84,SAFE_25,Haut Agdal à Rabat
178878,7753279,casablanca,hay hassani,116,SAFE_25,Hay Hassani à Casablanca
178880,7753281,casablanca,beausejour,150,SAFE_25,Beauséjour à Casablanca
178884,7753307,casablanca,hay chrifa,49,SAFE_25,Hay Chrifa à Casablanca
178886,7753318,tetouan,route de ceuta,19,SAFE_10,Route de Ceuta à Tétouan
178887,7753321,tetouan,route de ceuta,19,SAFE_10,Route de Ceuta à Tétouan
178889,7753338,casablanca,racine,596,SAFE_25,Racine à Casablanca
178890,7753345,casablanca,bourgogne ouest,380,SAFE_25,Bourgogne Ouest à Casablanca
178893,7753389,casablanca,casablanca finance city,208,SAFE_25,Casablanca Finance City à Casablanca
178894,7753420,casablanca,ain sebaa,344,SAFE_25,Aïn Sebaâ à Casablanca
178895,7753425,sale,hay chmaou,56,SAFE_25,Hay Chmaou à Salé
178897,7753496,marrakech,ennakhil palmeraie,469,SAFE_25,Ennakhil (Palmeraie) à Marrakech
178899,7753527,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
178900,7753543,kenitra,la ville haute,69,SAFE_25,La Ville Haute à Kénitra
178901,7753554,temara,massira 2,27,SAFE_25,Massira 2 à Temara
178902,7753556,tanger,lalla chafia,4,LOW,Lalla Chafia à Tanger
178905,7753577,tanger,route nationale assilah n1,134,SAFE_25,Route Nationale Assilah (N1) à Tanger
178908,7753585,skhirat,plage rose maree,34,SAFE_25,Plage rose marée à Skhirat
178909,7753597,agadir,hay salam,64,SAFE_25,Hay Salam à Agadir
178911,7753625,mohammedia,la siesta,62,SAFE_25,La Siesta à Mohammedia
178912,7753641,kenitra,maamora,58,SAFE_25,Maamora à Kénitra
178915,7753688,tanger,malabata,421,SAFE_25,Malabata à Tanger
178917,7753695,tetouan,touilaa foqia,2,LOW,Touilaa Foqia à Tétouan
178918,7753708,sale,tabriquet,37,SAFE_25,Tabriquet à Salé
178919,7753714,casablanca,belvedere,301,SAFE_25,Belvédère à Casablanca
178920,7753722,marrakech,samlalia,132,SAFE_25,Samlalia à Marrakech
178921,7753736,marrakech,hay targa,491,SAFE_25,Hay Targa à Marrakech
178923,7753766,sale,sidi hajji,27,SAFE_25,Sidi Hajji à Salé
178924,7753771,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
178926,7753787,meknes,marjane,146,SAFE_25,Marjane à Meknes
178927,7753789,casablanca,les princesses,332,SAFE_25,Les princesses à Casablanca
178929,7753800,fes,dokkarat,1,LOW,Dokkarat à Fès
178931,7753809,marrakech,route de fez,469,SAFE_25,Route de Fez à Marrakech
178932,7753816,casablanca,gauthier,422,SAFE_25,Gauthier à Casablanca
178935,7753834,casablanca,mandarona,87,SAFE_25,Mandarona à Casablanca
178936,7753848,safi,azib derai,8,SAFE_5,Azib Derai à Safi
178938,7753853,safi,azib derai,8,SAFE_5,Azib Derai à Safi
178939,7753859,el jadida,essaada,55,SAFE_25,Essaada à El Jadida
178941,7753870,sale,sidi hajji,27,SAFE_25,Sidi Hajji à Salé
178942,7753899,marrakech,boulevard med 6,124,SAFE_25,Boulevard Med 6 à Marrakech
178944,7753906,casablanca,racine,596,SAFE_25,Racine à Casablanca
178945,7753915,casablanca,triangle d or,142,SAFE_25,Triangle d'Or à Casablanca
178946,7753916,marrakech,route de fez,469,SAFE_25,Route de Fez à Marrakech
178947,7753932,casablanca,maarif,326,SAFE_25,Maârif à Casablanca
178948,7753941,tanger,de la plage,188,SAFE_25,De La Plage à Tanger
178949,7753943,marrakech,hay annahda,12,SAFE_10,Hay Annahda à Marrakech
178952,7753957,el jadida,essaada,55,SAFE_25,Essaada à El Jadida
178953,7753999,rabat,l ocean,61,SAFE_25,L'Ocean à Rabat
178956,7754114,sale,sidi hajji,27,SAFE_25,Sidi Hajji à Salé
178958,7754146,fes,quartier oued fes,34,SAFE_25,Quartier Oued Fes à Fès
178960,7754185,marrakech,ennakhil palmeraie,469,SAFE_25,Ennakhil (Palmeraie) à Marrakech
178963,7754211,marrakech,route casablanca,269,SAFE_25,Route Casablanca à Marrakech
178965,7754231,casablanca,al madina aljadida,18,SAFE_10,Al Madina Aljadida à Casablanca
178966,7754247,casablanca,maarif,326,SAFE_25,Maârif à Casablanca
178967,7754260,mohammedia,hassania 3,5,SAFE_5,Hassania 3 à Mohammedia
178968,7754263,bouznika,assanaouber,16,SAFE_10,Assanaouber à Bouznika
178969,7754297,fes,ain amiyer,11,SAFE_10,Ain Amiyer à Fès
178970,7754311,casablanca,maarif extension,351,SAFE_25,Maârif Extension à Casablanca
178971,7754312,tanger,iberie,173,SAFE_25,Iberie à Tanger
178972,7754319,tanger,iberie,173,SAFE_25,Iberie à Tanger
178977,7754363,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
178979,7754381,marrakech,izdihar,97,SAFE_25,Izdihar à Marrakech
178980,7754387,marrakech,hay mabrouka,95,SAFE_25,Hay Mabrouka à Marrakech
178983,7754415,sale,cherkaoui marzouka,11,SAFE_10,Cherkaoui - Marzouka à Salé
178987,7754445,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
178989,7754475,fes,champ de course,17,SAFE_10,Champ de course à Fès
178990,7754483,casablanca,val fleury,190,SAFE_25,Val Fleury à Casablanca
178991,7754497,casablanca,tantonville,33,SAFE_25,Tantonville à Casablanca
178992,7754525,benslimane,oasis,5,SAFE_5,Oasis à Benslimane
178993,7754527,tanger,moujahidine,132,SAFE_25,Moujahidine à Tanger
178996,7754553,rabat,riyad,566,SAFE_25,Riyad à Rabat
178997,7754558,agadir,hay qods,10,SAFE_10,Hay Qods à Agadir
178998,7754570,marrakech,izdihar,97,SAFE_25,Izdihar à Marrakech
179000,7754584,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
179002,7754598,tanger,administratif,164,SAFE_25,Administratif à Tanger
179003,7754608,benslimane,quods,4,LOW,Quods à Benslimane
179004,7754618,casablanca,racine,596,SAFE_25,Racine à Casablanca
179005,7754644,rabat,hay al massira,9,SAFE_5,Hay Al Massira à Rabat
179007,7754666,bouznika,al kawtar,71,SAFE_25,Al Kawtar à Bouznika
179008,7754667,tanger,hay hassani,92,SAFE_25,Hay Hassani à Tanger
179009,7754671,casablanca,hay albaraka,19,SAFE_10,Hay Albaraka à Casablanca
179011,7754799,casablanca,mers sultan,170,SAFE_25,Mers Sultan à Casablanca
179012,7754821,casablanca,ain sebaa,344,SAFE_25,Aïn Sebaâ à Casablanca
179013,7754822,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
179015,7754863,casablanca,ain sebaa,344,SAFE_25,Aïn Sebaâ à Casablanca
179017,7754891,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
179018,7754905,bouznika,plage oued cherrat,118,SAFE_25,Plage Oued Cherrat à Bouznika
179019,7754929,casablanca,al azhar,21,SAFE_10,Al Azhar à Casablanca
179023,7754979,el jadida,essaada,55,SAFE_25,Essaada à El Jadida
179024,7755003,rabat,guich oudaya,48,SAFE_25,Guich Oudaya à Rabat
179025,7755011,marrakech,hay mabrouka,95,SAFE_25,Hay Mabrouka à Marrakech
179026,7755016,rabat,guich oudaya,48,SAFE_25,Guich Oudaya à Rabat
179027,7755022,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
179028,7755023,casablanca,les hopitaux,385,SAFE_25,Les Hôpitaux à Casablanca
179029,7755044,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
179030,7755094,sale,sakani,12,SAFE_10,Sakani à Salé
179031,7755118,meknes,wislane,53,SAFE_25,Wislane à Meknes
179034,7755151,casablanca,anassi,40,SAFE_25,Anassi à Casablanca
179035,7755156,casablanca,sidi maarouf,518,SAFE_25,Sidi Maarouf à Casablanca
179036,7755166,casablanca,les hopitaux,385,SAFE_25,Les Hôpitaux à Casablanca
179038,7755185,oujda,riad isli,11,SAFE_10,Riad isli à Oujda
179039,7755189,casablanca,sidi maarouf,518,SAFE_25,Sidi Maarouf à Casablanca
179040,7755204,fes,hay riad,4,LOW,Hay Riad à Fès
179046,7755285,casablanca,racine,596,SAFE_25,Racine à Casablanca
179047,7755292,casablanca,gauthier,422,SAFE_25,Gauthier à Casablanca
179048,7755308,tanger,mesnana,96,SAFE_25,Mesnana à Tanger
179050,7755367,kenitra,maamora,58,SAFE_25,Maamora à Kénitra
179052,7755404,casablanca,mandarona,87,SAFE_25,Mandarona à Casablanca
179053,7755414,casablanca,bourgogne ouest,380,SAFE_25,Bourgogne Ouest à Casablanca
179054,7755446,agadir,hay mohammadi,183,SAFE_25,Hay Mohammadi à Agadir
179055,7755486,casablanca,lissasfa,104,SAFE_25,Lissasfa à Casablanca
179056,7755495,meknes,la cienda,8,SAFE_5,La cienda à Meknes
179057,7755496,kenitra,val fleuri,31,SAFE_25,Val Fleuri à Kénitra
179059,7755524,casablanca,salmia 2,26,SAFE_25,Salmia 2 à Casablanca
179060,7755554,fes,ain amiyer,11,SAFE_10,Ain Amiyer à Fès
179062,7755571,kenitra,assam,17,SAFE_10,Assam à Kénitra
179065,7755660,agadir,secteur touristique,92,SAFE_25,Secteur Touristique à Agadir
179067,7755672,marrakech,route casablanca,269,SAFE_25,Route Casablanca à Marrakech
179068,7755686,tanger,iberie,173,SAFE_25,Iberie à Tanger
179069,7755706,casablanca,racine,596,SAFE_25,Racine à Casablanca
179073,7755726,marrakech,agdal,514,SAFE_25,Agdal à Marrakech
179074,7755734,casablanca,val fleury,190,SAFE_25,Val Fleury à Casablanca
179075,7755746,casablanca,racine extension,51,SAFE_25,Racine Extension à Casablanca
179076,7755752,tetouan,msalla,5,SAFE_5,Msalla à Tétouan
179077,7755772,casablanca,quartier bachkou,69,SAFE_25,Quartier Bachkou à Casablanca
179078,7755776,kenitra,maghrib arabi,29,SAFE_25,Maghrib Arabi à Kénitra
179080,7755790,rabat,quartier des ambassades,66,SAFE_25,Quartier Des Ambassades à Rabat
179081,7755846,meknes,al bassatine,56,SAFE_25,Al bassatine à Meknes
179084,7755866,casablanca,al qods,132,SAFE_25,Al Qods à Casablanca
179086,7755888,temara,skikina,28,SAFE_25,Skikina à Temara
179087,7755908,bouznika,plage oued cherrat,118,SAFE_25,Plage Oued Cherrat à Bouznika
179088,7755922,marrakech,hay targa,491,SAFE_25,Hay Targa à Marrakech
179089,7755936,casablanca,al qods,132,SAFE_25,Al Qods à Casablanca
179090,7755959,bouznika,hay toummert,9,SAFE_5,Hay Toummert à Bouznika
179092,7755965,marrakech,route casablanca,269,SAFE_25,Route Casablanca à Marrakech
179093,7755970,casablanca,racine,596,SAFE_25,Racine à Casablanca
179095,7756019,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
179098,7756182,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
179099,7756280,kenitra,oulad wjih,62,SAFE_25,Oulad Wjih à Kénitra
179100,7756286,essaouira,borj,16,SAFE_10,Borj à Essaouira
179101,7756292,sale,hay chmaou,56,SAFE_25,Hay Chmaou à Salé
179102,7756318,casablanca,maarif,326,SAFE_25,Maârif à Casablanca
179104,7756332,casablanca,ain diab extension,188,SAFE_25,Ain Diab Extension à Casablanca
179105,7756359,bouznika,assanaouber,16,SAFE_10,Assanaouber à Bouznika
179107,7756368,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
179108,7756386,tanger,tanger city center,86,SAFE_25,Tanger City Center à Tanger
179109,7756389,rabat,hassan centre ville,119,SAFE_25,Hassan - Centre Ville à Rabat
