city,district,support,city_equals_district,generic_risk,tier
el jadida,derb sid daoui,11,0,0,SAFE_10
f c3 a8s,hay al azhar,11,0,0,SAFE_10
fes,ain amiyer,11,0,0,SAFE_10
fes,hay al azhar,11,0,0,SAFE_10
khemisset,hay essalam,11,0,0,SAFE_10
marrakech,hay inara,11,0,0,SAFE_10
mohammedia,quartier du soleil,11,0,0,SAFE_10
nador,aarid,11,0,0,SAFE_10
oujda,hay ennasr,11,0,0,SAFE_10
oujda,riad isli,11,0,0,SAFE_10
sale,cherkaoui marzouka,11,0,0,SAFE_10
sale,el qaria,11,0,0,SAFE_10
settat,alouane,11,0,0,SAFE_10
tanger,al mandar al jamil,11,0,0,SAFE_10
tanger,ben dibane,11,0,0,SAFE_10
tanger,gourziana,11,0,0,SAFE_10
tanger,zemmouri,11,0,0,SAFE_10
temara,ain atig,11,0,0,SAFE_10
temara,oued eddahab,11,0,0,SAFE_10
tetouan,saniat errmel,11,0,0,SAFE_10
agadir,hay qods,10,0,0,SAFE_10
casablanca,hay palestine,10,0,0,SAFE_10
casablanca,jamila 5,10,0,0,SAFE_10
dakhla,ryad dakhla,10,0,0,SAFE_10
el jadida,jawhara,10,0,0,SAFE_10
f c3 a8s,hay atlas,10,0,0,SAFE_10
f c3 a8s,route ain chkaf,10,0,0,SAFE_10
k c3 a9nitra,maamora,10,0,0,SAFE_10
marrakech,arset sbaia,10,0,0,SAFE_10
marrakech,jnan ben chagra,10,0,0,SAFE_10
meknes,hay zitoune,10,0,0,SAFE_10
oujda,el qods,10,0,0,SAFE_10
oujda,grand boulevard ahfir,10,0,0,SAFE_10
oujda,hay salam,10,0,0,SAFE_10
oujda,sidi yahya,10,0,0,SAFE_10
rabat,hay achchabab,10,0,0,SAFE_10
sale,hay oued dahab,10,0,0,SAFE_10
sale,hay rahma,10,0,0,SAFE_10
sale,ouled moussa,10,0,0,SAFE_10
tanger,azib haj kaddour,10,0,0,SAFE_10
temara,val d or,10,0,0,SAFE_10
tetouan,touilaa,10,0,0,SAFE_10
marrakech,gueliz,1250,0,0,SAFE_25
marrakech,route de l ourika,877,0,0,SAFE_25
casablanca,californie,735,0,0,SAFE_25
casablanca,racine,596,0,0,SAFE_25
rabat,riyad,566,0,0,SAFE_25
rabat,souissi,566,0,0,SAFE_25
casablanca,sidi maarouf,518,0,0,SAFE_25
marrakech,agdal,514,0,0,SAFE_25
marrakech,route amizmiz,500,0,0,SAFE_25
marrakech,hay targa,491,0,0,SAFE_25
marrakech,ennakhil palmeraie,469,0,0,SAFE_25
marrakech,route de fez,469,0,0,SAFE_25
casablanca,ain diab,457,0,0,SAFE_25
casablanca,gauthier,422,0,0,SAFE_25
tanger,malabata,421,0,0,SAFE_25
casablanca,oulfa,409,0,0,SAFE_25
marrakech,route de tahanaout,394,0,0,SAFE_25
casablanca,les hopitaux,385,0,0,SAFE_25
casablanca,bourgogne ouest,380,0,0,SAFE_25
casablanca,maarif extension,351,0,0,SAFE_25
casablanca,ain sebaa,344,0,0,SAFE_25
casablanca,palmier,340,0,0,SAFE_25
bouskoura,bouskoura ville,335,0,0,SAFE_25
casablanca,les princesses,332,0,0,SAFE_25
casablanca,oasis,332,0,0,SAFE_25
casablanca,maarif,326,0,0,SAFE_25
rabat,agdal,313,0,0,SAFE_25
casablanca,belvedere,301,0,0,SAFE_25
marrakech,route de ouarzazate,289,0,0,SAFE_25
marrakech,hivernage,273,0,0,SAFE_25
marrakech,route casablanca,269,0,0,SAFE_25
casablanca,route casablanca,266,0,0,SAFE_25
marrakech,mhamid,253,0,0,SAFE_25
marrakech,route de safi,237,0,0,SAFE_25
casablanca,cil hay salam,225,0,0,SAFE_25
marrakech,amelkis,224,0,0,SAFE_25
tanger,tanja balia,220,0,0,SAFE_25
casablanca,casablanca finance city,208,0,0,SAFE_25
casablanca,roches noires,198,0,0,SAFE_25
casablanca,val fleury,190,0,0,SAFE_25
casablanca,ferme bretonne hay arraha,189,0,0,SAFE_25
casablanca,ain diab extension,188,0,0,SAFE_25
agadir,hay mohammadi,183,0,0,SAFE_25
tanger,iberie,173,0,0,SAFE_25
casablanca,mers sultan,170,0,0,SAFE_25
tanger,marjane,165,0,0,SAFE_25
tanger,achakar,164,0,0,SAFE_25
casablanca,bourgogne est,157,0,0,SAFE_25
marrakech,majorelle,157,0,0,SAFE_25
bouskoura,ville verte,156,0,0,SAFE_25
meknes,hamria,152,0,0,SAFE_25
casablanca,beausejour,150,0,0,SAFE_25
meknes,marjane,146,0,0,SAFE_25
marrakech,route d agadir essaouira,143,0,0,SAFE_25
casablanca,triangle d or,142,0,0,SAFE_25
casablanca,ma c3 a2rif,135,0,0,SAFE_25
tanger,route nationale assilah n1,134,0,0,SAFE_25
casablanca,al qods,132,0,0,SAFE_25
marrakech,samlalia,132,0,0,SAFE_25
tanger,moujahidine,132,0,0,SAFE_25
tanger,bel air val fleuri,128,0,0,SAFE_25
marrakech,boulevard med 6,124,0,0,SAFE_25
tanger,du golf,123,0,0,SAFE_25
casablanca,la gironde,122,0,0,SAFE_25
temara,wifak,121,0,0,SAFE_25
casablanca,ain chock,119,0,0,SAFE_25
casablanca,sidi moumen,119,0,0,SAFE_25
rabat,hassan centre ville,119,0,0,SAFE_25
bouznika,plage oued cherrat,118,0,0,SAFE_25
casablanca,hay hassani,116,0,0,SAFE_25
marrakech,camp al ghoul,112,0,0,SAFE_25
casablanca,lissasfa,104,0,0,SAFE_25
tanger,manar,103,0,0,SAFE_25
casablanca,casablanca marina,100,0,0,SAFE_25
casablanca,centre ville,100,0,0,SAFE_25
casablanca,laymoune,100,0,0,SAFE_25
casablanca,bernoussi,99,0,0,SAFE_25
casablanca,derb ghalef,98,0,0,SAFE_25
tanger,boukhalef,98,0,0,SAFE_25
marrakech,izdihar,97,0,0,SAFE_25
marrakech,rmila,97,0,0,SAFE_25
agadir,founti,96,0,0,SAFE_25
marrakech,riad zitoun,96,0,0,SAFE_25
tanger,ahlane,96,0,0,SAFE_25
tanger,mesnana,96,0,0,SAFE_25
marrakech,hay mabrouka,95,0,0,SAFE_25
marrakech,les portes de marrakech,94,0,0,SAFE_25
agadir,secteur touristique,92,0,0,SAFE_25
tanger,hay hassani,92,0,0,SAFE_25
temara,harhoura,92,0,0,SAFE_25
casablanca,ain borja,88,0,0,SAFE_25
temara,centre ville,88,0,0,SAFE_25
casablanca,mandarona,87,0,0,SAFE_25
tanger,tanger city center,86,0,0,SAFE_25
rabat,haut agdal,84,0,0,SAFE_25
sale,sala el jadida,84,0,0,SAFE_25
el jadida,centre ville,83,0,0,SAFE_25
casablanca,a c3 afn seba c3 a2,81,0,0,SAFE_25
tanger,jbel kbir,80,0,0,SAFE_25
tanger,mghogha,80,0,0,SAFE_25
mohammedia,quartier du parc,79,0,0,SAFE_25
rabat,aviation mabella,79,0,0,SAFE_25
oujda,centre ville,77,0,0,SAFE_25
casablanca,franceville,76,0,0,SAFE_25
casablanca,ma c3 a2rif extension,76,0,0,SAFE_25
casablanca,riviera,76,0,0,SAFE_25
tanger,castilla,76,0,0,SAFE_25
marrakech,sidi ben slimane el jazouli,75,0,0,SAFE_25
casablanca,beaus c3 a9jour,73,0,0,SAFE_25
marrakech,gu c3 a9liz,73,0,0,SAFE_25
bouznika,al kawtar,71,0,0,SAFE_25
marrakech,sidi bou amar,71,0,0,SAFE_25
casablanca,quartier bachkou,69,0,0,SAFE_25
kenitra,la ville haute,69,0,0,SAFE_25
casablanca,anfa superieur,66,0,0,SAFE_25
rabat,quartier des ambassades,66,0,0,SAFE_25
agadir,hay houda,65,0,0,SAFE_25
casablanca,hay mohammadi,65,0,0,SAFE_25
marrakech,ben saleh,65,0,0,SAFE_25
agadir,hay salam,64,0,0,SAFE_25
casablanca,nassim 1,64,0,0,SAFE_25
marrakech,daoudiat,64,0,0,SAFE_25
tanger,aouama gharbia,64,0,0,SAFE_25
tanger,mozart,64,0,0,SAFE_25
tanger,sania,64,0,0,SAFE_25
casablanca,hermitage,63,0,0,SAFE_25
kenitra,oulad wjih,62,0,0,SAFE_25
mohammedia,la siesta,62,0,0,SAFE_25
rabat,l ocean,61,0,0,SAFE_25
casablanca,longchamps hay al hanaa,60,0,0,SAFE_25
casablanca,almaz,59,0,0,SAFE_25
marrakech,mouassine,59,0,0,SAFE_25
kenitra,maamora,58,0,0,SAFE_25
mohammedia,centre ville,58,0,0,SAFE_25
agadir,hay dakhla,57,0,0,SAFE_25
kenitra,mimosas,57,0,0,SAFE_25
marrakech,ksibat nhas,57,0,0,SAFE_25
casablanca,les h c3 b4pitaux,56,0,0,SAFE_25
meknes,al bassatine,56,0,0,SAFE_25
rabat,hay el menzah,56,0,0,SAFE_25
sale,hay chmaou,56,0,0,SAFE_25
el jadida,essaada,55,0,0,SAFE_25
agadir,tilila,54,0,0,SAFE_25
marrakech,ain mezouar,54,0,0,SAFE_25
marrakech,moulay lyazid,54,0,0,SAFE_25
casablanca,burger,53,0,0,SAFE_25
marrakech,bouaakkaz,53,0,0,SAFE_25
meknes,wislane,53,0,0,SAFE_25
casablanca,racine extension,51,0,0,SAFE_25
fes,route ain chkaf,51,0,0,SAFE_25
kenitra,el hadadda,51,0,0,SAFE_25
marrakech,massira 1,51,0,0,SAFE_25
mohammedia,al aalia,51,0,0,SAFE_25
casablanca,benjdia,50,0,0,SAFE_25
marrakech,amerchich,50,0,0,SAFE_25
casablanca,hay chrifa,49,0,0,SAFE_25
el jadida,hay essalam,49,0,0,SAFE_25
marrakech,bab aylan,49,0,0,SAFE_25
tanger,ziaten,49,0,0,SAFE_25
benslimane,golf de benslimane,48,0,0,SAFE_25
bouskoura,victoria,48,0,0,SAFE_25
marrakech,zaouia sidi ghalem,48,0,0,SAFE_25
rabat,guich oudaya,48,0,0,SAFE_25
tanger,californie,48,0,0,SAFE_25
agadir,haut founty,47,0,0,SAFE_25
marrakech,rahba kedima,47,0,0,SAFE_25
marrakech,sidi mimoun,47,0,0,SAFE_25
el jadida,corniche,46,0,0,SAFE_25
marrakech,sidi youssef,46,0,0,SAFE_25
marrakech,bab ghmat,45,0,0,SAFE_25
tanger,marchan,45,0,0,SAFE_25
el jadida,al boustane,44,0,0,SAFE_25
casablanca,alsace lorraine,43,0,0,SAFE_25
casablanca,nassim 2,43,0,0,SAFE_25
marrakech,assouel,43,0,0,SAFE_25
rabat,hay nahda,43,0,0,SAFE_25
tanger,port tanger ville,43,0,0,SAFE_25
casablanca,sidi othmane,42,0,0,SAFE_25
kenitra,bir rami est,42,0,0,SAFE_25
marrakech,hay saada,42,0,0,SAFE_25
tanger,branes 2,42,0,0,SAFE_25
benslimane,entree sud,41,0,0,SAFE_25
casablanca,beausite,41,0,0,SAFE_25
tanger,rmilat,41,0,0,SAFE_25
tanger,zone industrielle mghogha,41,0,0,SAFE_25
tetouan,wilaya,41,0,0,SAFE_25
casablanca,anassi,40,0,0,SAFE_25
marrakech,azzouzia,40,0,0,SAFE_25
marrakech,kennaria,40,0,0,SAFE_25
casablanca,sidi belyout,39,0,0,SAFE_25
agadir,al wifaq,38,0,0,SAFE_25
casablanca,hay zobir,38,0,0,SAFE_25
casablanca,plateau al batha,38,0,0,SAFE_25
fes,route immouzer,38,0,0,SAFE_25
kenitra,bir rami ouest,38,0,0,SAFE_25
marrakech,sidi mansour,38,0,0,SAFE_25
rabat,diour jamaa,38,0,0,SAFE_25
essaouira,essaouira el jadida,37,0,0,SAFE_25
mohammedia,mannesmann,37,0,0,SAFE_25
mohammedia,nassim,37,0,0,SAFE_25
sale,tabriquet,37,0,0,SAFE_25
tanger,aharrarine,37,0,0,SAFE_25
sal c3 a9,sala el jadida,36,0,0,SAFE_25
k c3 a9nitra,la ville haute,35,0,0,SAFE_25
temara,riad oulad mtaa,35,0,0,SAFE_25
fes,quartier oued fes,34,0,0,SAFE_25
marrakech,kbour chou,34,0,0,SAFE_25
rabat,hay al fath,34,0,0,SAFE_25
skhirat,plage rose maree,34,0,0,SAFE_25
agadir,riad salam,33,0,0,SAFE_25
casablanca,tantonville,33,0,0,SAFE_25
marrakech,arset ben chebli,33,0,0,SAFE_25
rabat,kebibat,33,0,0,SAFE_25
casablanca,el manar el hank,32,0,0,SAFE_25
k c3 a9nitra,el hadadda,32,0,0,SAFE_25
marrakech,assif,32,0,0,SAFE_25
marrakech,derb chtouka,32,0,0,SAFE_25
bouznika,quartier industriel,31,0,0,SAFE_25
casablanca,moulay youssef,31,0,0,SAFE_25
kenitra,val fleuri,31,0,0,SAFE_25
marrakech,riad al atlas,31,0,0,SAFE_25
meknes,cente,31,0,0,SAFE_25
agadir,abattoirs,30,0,0,SAFE_25
casablanca,hay moulay abdellah,30,0,0,SAFE_25
f c3 a8s,boutaaa,30,0,0,SAFE_25
meknes,hay salam,30,0,0,SAFE_25
taroudant,agafay,30,0,0,SAFE_25
casablanca,tacharouk hay al walaa,29,0,0,SAFE_25
essaouira,route de marrakech,29,0,0,SAFE_25
kenitra,maghrib arabi,29,0,0,SAFE_25
marrakech,issil,29,0,0,SAFE_25
marrakech,kaat ben nahid,29,0,0,SAFE_25
marrakech,masmoudi,29,0,0,SAFE_25
tanger,branes kdima,29,0,0,SAFE_25
agadir,illigh,28,0,0,SAFE_25
casablanca,anfa sup c3 a9rieur,28,0,0,SAFE_25
essaouira,centre ville,28,0,0,SAFE_25
t c3 a9touan,route de ceuta,28,0,0,SAFE_25
tanger,bella vista,28,0,0,SAFE_25
temara,massira 1,28,0,0,SAFE_25
temara,skikina,28,0,0,SAFE_25
casablanca,hay inara,27,0,0,SAFE_25
casablanca,zone industrielle oukacha,27,0,0,SAFE_25
el jadida,ennajd,27,0,0,SAFE_25
f c3 a8s,narjis,27,0,0,SAFE_25
rabat,les orangers,27,0,0,SAFE_25
sale,sidi hajji,27,0,0,SAFE_25
tanger,drissia,27,0,0,SAFE_25
temara,massira 2,27,0,0,SAFE_25
agadir,hay al farah,26,0,0,SAFE_25
casablanca,derb omar,26,0,0,SAFE_25
casablanca,salmia 2,26,0,0,SAFE_25
casablanca,al hadika,25,0,0,SAFE_25
casablanca,oasis sud,25,0,0,SAFE_25
essaouira,route de safi,25,0,0,SAFE_25
rabat,hay ach chbanat,25,0,0,SAFE_25
temara,abbadi,25,0,0,SAFE_25
agadir,siusse,9,0,0,SAFE_5
agadir,taddart,9,0,0,SAFE_5
benslimane,entr c3 a9e sud,9,0,0,SAFE_5
bouznika,hay toummert,9,0,0,SAFE_5
casablanca,al andalous,9,0,0,SAFE_5
casablanca,derb ben houmane,9,0,0,SAFE_5
casablanca,derb loubila,9,0,0,SAFE_5
casablanca,hay idrissia,9,0,0,SAFE_5
casablanca,les cr c3 aates,9,0,0,SAFE_5
casablanca,riad el ali,9,0,0,SAFE_5
el jadida,al kodia,9,0,0,SAFE_5
ifrane,atlas,9,0,0,SAFE_5
marrakech,hay al hassani,9,0,0,SAFE_5
meknes,plaisance,9,0,0,SAFE_5
rabat,hay al amal,9,0,0,SAFE_5
rabat,hay al massira,9,0,0,SAFE_5
rabat,quartier administratif,9,0,0,SAFE_5
settat,hay al kamal,9,0,0,SAFE_5
settat,smaala,9,0,0,SAFE_5
skhirat,ain el hayat,9,0,0,SAFE_5
tanger,cap spartel,9,0,0,SAFE_5
temara,al moustakbal,9,0,0,SAFE_5
tetouan,mounia,9,0,0,SAFE_5
agadir,haut anza,8,0,0,SAFE_5
agadir,lekhiam,8,0,0,SAFE_5
casablanca,derb carlotti,8,0,0,SAFE_5
casablanca,hay annour,8,0,0,SAFE_5
casablanca,hay haddaouia,8,0,0,SAFE_5
casablanca,hay smara,8,0,0,SAFE_5
casablanca,michouar,8,0,0,SAFE_5
el jadida,biranzarane,8,0,0,SAFE_5
el jadida,derb ghalef,8,0,0,SAFE_5
essaouira,douar laarab,8,0,0,SAFE_5
essaouira,sidi kaouki,8,0,0,SAFE_5
fes,fes city center,8,0,0,SAFE_5
fes,hay atlas,8,0,0,SAFE_5
fes,saada,8,0,0,SAFE_5
ifrane,les jardins d ifrane,8,0,0,SAFE_5
k c3 a9nitra,oulad wjih,8,0,0,SAFE_5
kenitra,mellah,8,0,0,SAFE_5
marrakech,belbekkar,8,0,0,SAFE_5
marrakech,el hara,8,0,0,SAFE_5
marrakech,hay saada 1,8,0,0,SAFE_5
marrakech,hay zitoun,8,0,0,SAFE_5
marrakech,iziki,8,0,0,SAFE_5
marrakech,kaa el machraa,8,0,0,SAFE_5
meknes,la cienda,8,0,0,SAFE_5
mohammedia,hay al horria,8,0,0,SAFE_5
oujda,hay el qods,8,0,0,SAFE_5
rabat,akkari,8,0,0,SAFE_5
rabat,hay al kora,8,0,0,SAFE_5
rabat,hay riad,8,0,0,SAFE_5
safi,azib derai,8,0,0,SAFE_5
skhirat,ain errouz,8,0,0,SAFE_5
t c3 a9touan,touilaa,8,0,0,SAFE_5
temara,fath el kheir,8,0,0,SAFE_5
tetouan,cabo negro,8,0,0,SAFE_5
tetouan,tamouda,8,0,0,SAFE_5
tetouan,ziana,8,0,0,SAFE_5
benslimane,hay nejma,7,0,0,SAFE_5
benslimane,les chenes,7,0,0,SAFE_5
casablanca,derb korea,7,0,0,SAFE_5
casablanca,hay al amal,7,0,0,SAFE_5
casablanca,hay al fadl,7,0,0,SAFE_5
casablanca,hay arsalan,7,0,0,SAFE_5
casablanca,hay sadri,7,0,0,SAFE_5
casablanca,lahraouiyine,7,0,0,SAFE_5
casablanca,quartier al woroud,7,0,0,SAFE_5
el jadida,narjiss,7,0,0,SAFE_5
essaouira,arriere pays,7,0,0,SAFE_5
essaouira,bab doukkala,7,0,0,SAFE_5
essaouira,idaougard,7,0,0,SAFE_5
marrakech,arset moulay moussa,7,0,0,SAFE_5
marrakech,boumesmar,7,0,0,SAFE_5
meknes,ancien combatant,7,0,0,SAFE_5
meknes,hay ez zaitoune,7,0,0,SAFE_5
mohammedia,hay salam,7,0,0,SAFE_5
mohammedia,riad 1,7,0,0,SAFE_5
mohammedia,tenoukchet,7,0,0,SAFE_5
rabat,les oudayas,7,0,0,SAFE_5
safi,el massira,7,0,0,SAFE_5
safi,el matar cite aviation,7,0,0,SAFE_5
sale,el qods,7,0,0,SAFE_5
settat,sidi abdelkarim,7,0,0,SAFE_5
t c3 a9touan,kouilma,7,0,0,SAFE_5
t c3 a9touan,saniat errmel,7,0,0,SAFE_5
tanger,el mrabet,7,0,0,SAFE_5
tanger,hay el boughaz,7,0,0,SAFE_5
taroudant,akniss,7,0,0,SAFE_5
temara,maghreb arabi,7,0,0,SAFE_5
tetouan,el matar,7,0,0,SAFE_5
agadir,amsernate,6,0,0,SAFE_5
agadir,bouargane,6,0,0,SAFE_5
casablanca,dar touzani,6,0,0,SAFE_5
casablanca,hay antaria,6,0,0,SAFE_5
casablanca,hay chifa,6,0,0,SAFE_5
casablanca,itissal,6,0,0,SAFE_5
casablanca,jamila 3,6,0,0,SAFE_5
dakhla,al massira,6,0,0,SAFE_5
el jadida,riad essalam,6,0,0,SAFE_5
essaouira,raounak,6,0,0,SAFE_5
f c3 a8s,mont fleuri,6,0,0,SAFE_5
fes,al hadiqa,6,0,0,SAFE_5
fes,bourmana,6,0,0,SAFE_5
fes,l habitat,6,0,0,SAFE_5
marrakech,zone industrielle sidi ghanem,6,0,0,SAFE_5
meknes,place lahdim,6,0,0,SAFE_5
mohammedia,hay al falah,6,0,0,SAFE_5
oujda,hay boudir,6,0,0,SAFE_5
oujda,hay zitoune,6,0,0,SAFE_5
rabat,al irfane,6,0,0,SAFE_5
rabat,al kamra,6,0,0,SAFE_5
safi,lamiaa,6,0,0,SAFE_5
sal c3 a9,cit c3 a9 militaire,6,0,0,SAFE_5
sale,hay karima,6,0,0,SAFE_5
settat,hay salam,6,0,0,SAFE_5
t c3 a9touan,cabo negro,6,0,0,SAFE_5
tanger,benkirane,6,0,0,SAFE_5
tanger,haddad,6,0,0,SAFE_5
tanger,hay al bassatine,6,0,0,SAFE_5
tanger,laaouina,6,0,0,SAFE_5
tanger,star hill,6,0,0,SAFE_5
taroudant,jamaa el kbir,6,0,0,SAFE_5
temara,andalousse,6,0,0,SAFE_5
temara,firdaouss,6,0,0,SAFE_5
agadir,assaka,5,0,0,SAFE_5
agadir,hay zaytoun,5,0,0,SAFE_5
benslimane,oasis,5,0,0,SAFE_5
casablanca,belv c3 a9d c3 a8re,5,0,0,SAFE_5
casablanca,derb salama,5,0,0,SAFE_5
casablanca,hay almasjid,5,0,0,SAFE_5
el jadida,al qods,5,0,0,SAFE_5
el jadida,hay al amal,5,0,0,SAFE_5
el jadida,hay riad,5,0,0,SAFE_5
essaouira,ounagha,5,0,0,SAFE_5
f c3 a8s,agdal,5,0,0,SAFE_5
f c3 a8s,rahbet zbib,5,0,0,SAFE_5
f c3 a8s,route de meknes,5,0,0,SAFE_5
f c3 a8s,route se sefrou,5,0,0,SAFE_5
fes,hay dalia,5,0,0,SAFE_5
fes,hay tarik 1,5,0,0,SAFE_5
fes,zekak erroumane,5,0,0,SAFE_5
fes,zouagha bas,5,0,0,SAFE_5
marrakech,hay al bahja,5,0,0,SAFE_5
marrakech,hay al haouz,5,0,0,SAFE_5
marrakech,hay mohammadi,5,0,0,SAFE_5
marrakech,hay yasmina,5,0,0,SAFE_5
marrakech,jbilat,5,0,0,SAFE_5
marrakech,kechich,5,0,0,SAFE_5
mohammedia,al qods,5,0,0,SAFE_5
mohammedia,hassania 3,5,0,0,SAFE_5
mohammedia,rachidia,5,0,0,SAFE_5
nador,centre ville,5,0,0,SAFE_5
nador,laarassi,5,0,0,SAFE_5
oujda,bd derfoufi,5,0,0,SAFE_5
rabat,m c3 a9dina,5,0,0,SAFE_5
rabat,takadoum,5,0,0,SAFE_5
safi,route de safi,5,0,0,SAFE_5
safi,safi 1,5,0,0,SAFE_5
sal c3 a9,tabriquet,5,0,0,SAFE_5
sale,cite militaire,5,0,0,SAFE_5
settat,hay mabrouka,5,0,0,SAFE_5
t c3 a9touan,el ensanche,5,0,0,SAFE_5
t c3 a9touan,korat essba,5,0,0,SAFE_5
t c3 a9touan,martil,5,0,0,SAFE_5
t c3 a9touan,touabel,5,0,0,SAFE_5
t c3 a9touan,wilaya,5,0,0,SAFE_5
tanger,achennad,5,0,0,SAFE_5
tanger,draoua,5,0,0,SAFE_5
tanger,nzaha,5,0,0,SAFE_5
tetouan,el mdrassi,5,0,0,SAFE_5
tetouan,inara,5,0,0,SAFE_5
tetouan,martil,5,0,0,SAFE_5
tetouan,msalla,5,0,0,SAFE_5
