artifact_row_index,source_id,district
198370,7974530,sidi maarouf
198371,7974534,ourika
198372,7974543,tanja balia
198373,7974547,mesnana
198374,7974548,ahlane
198375,7974549,oulad wjih
198376,7974553,bel air val fleuri
198377,7974568,hay inara
198379,7974597,sidi ouassay
198380,7974598,hay targa
198381,7974601,gauthier
198382,7974607,route de safi
198383,7974625,oulad ghanem
198384,7974630,hay mabrouka
198385,7974633,hay inara
198386,7974639,azemmour
198387,7974652,centre
198388,7974653,saidia
198390,7974695,castilla
198391,7974702,ain diab
198392,7974718,hay hassani
198393,7974728,casabarata
198394,7974729,maarif
198396,7974770,belvedere
198397,7974781,castilla
198399,7974786,bouaakkaz
198400,7974820,inara
198401,7974827,marjane
198402,7974828,laaouina
198403,7974858,andalous
198404,7974859,oulad hassoune
198405,7974863,ville verte
198406,7974866,oulad wjih
198407,7974867,beni mellal
198408,7974879,achennad
198409,7974887,ouarzazate
198410,7974890,taboula
198411,7974893,malloussa
198412,7974898,taboula
198414,7974934,m diq
198415,7974935,riyad
198416,7974951,bir rami ouest
198417,7974954,al hoceima
198419,7974963,sebt gzoula
198420,7974966,martil
198421,7974975,bouskoura ville
198422,7974981,moulay youssef
198423,7974986,bin el ouidane
198424,7975011,ksar sghir
198425,7975013,khouribga
198426,7975017,centre ville
198427,7975037,assanaouber
198428,7975043,ourika
198429,7975044,dar bouazza
198430,7975045,saidia
198431,7975054,mannesmann
198432,7975081,sakani
198433,7975083,m diq
198434,7975087,ouled boutaib
198435,7975102,harbil
198436,7975159,aarid
198437,7975164,lissasfa
198438,7975173,larache
198439,7975176,kasba tadla
198440,7975186,haj kaddour
198441,7975192,ville verte
198442,7975200,oulad hassoune
198443,7975202,dcheira el jihadia
198444,7975210,oulad wjih
198446,7975246,cabo negro
198447,7975251,dar bouazza
198448,7975258,andalous
198449,7975276,ain diab
198450,7975277,centre ville
198452,7975299,massira 1
198453,7975325,aharrarine
198454,7975326,route de l ourika
198455,7975332,lahraouiyine
198457,7975349,ancienne medina
198458,7975350,kebibat
198459,7975364,les portes de marrakech
198460,7975390,derb korea
198462,7975394,beausite
198463,7975400,el mers 2
198465,7975411,les hopitaux
198467,7975416,rmila
198468,7975430,victoria
198469,7975433,ouislane
198471,7975444,azemmour
198472,7975461,al qods
198473,7975466,sidi kacem
198474,7975467,hay karim amrani
198475,7975532,lamiaa
198477,7975557,zone industrielle
198478,7975568,alouane
198481,7975583,oasis
198482,7975588,californie
198483,7975598,gueliz
198484,7975603,californie
198485,7975604,ville verte
198486,7975610,medina
198487,7975611,val d or
198489,7975645,haut founty
198490,7975652,bir rami ouest
198491,7975656,marjane
198492,7975664,ain aouda
198493,7975689,route de l ourika
198495,7975724,ben guerir
198497,7975737,franceville
198498,7975752,palmier
198499,7975765,ville nouvelle
198502,7975775,californie
198503,7975777,sidi mimoun
198504,7975782,mouassine
198505,7975799,gueliz
198506,7975810,sania
198507,7975820,errahma
198508,7975825,les princesses
198509,7975826,les princesses
198510,7975827,les princesses
198511,7975828,les princesses
198512,7975842,tanger city center
198514,7975852,jamila 7
198515,7975861,charaf
198516,7975867,wafa
198517,7975872,ain chock
198519,7975877,boulevard med 6
198520,7975878,laanoussar
198521,7975881,mers sultan
198522,7975889,bouskoura ville
198523,7975896,sidi rahal
198524,7975900,ain el hayat
198525,7975920,hay riad
198526,7975942,kebibat
198527,7975947,saidia
198528,7975948,maarif
198529,7975956,route amizmiz
198530,7975963,sidi kacem
198531,7975965,route de safi
198532,7975977,ksar el kebir
198533,7975982,salmia 2
198534,7975986,grand boulevard ahfir
198537,7975993,saidia
198538,7976005,mers sultan
198540,7976026,tamesna
198541,7976037,marchan
198543,7976044,ville verte
198545,7976052,tifelt
198546,7976063,chichaoua
198547,7976072,bourrous
198548,7976083,racine
198549,7976086,ain sebaa
198550,7976140,les hopitaux
198551,7976176,el qods
198552,7976178,castilla
198553,7976181,ihchach
198554,7976186,sidi talha
198556,7976194,amelkis
198557,7976213,asilah
198558,7976214,ain chock
198559,7976226,hivernage
198560,7976236,ville verte
198562,7976249,hivernage
198564,7976259,annouzha
198565,7976270,mers sultan
198566,7976281,hay fath
198567,7976296,bernoussi
198568,7976303,cite militaire
198569,7976304,route de ouarzazate
198570,7976307,kouilma
198571,7976332,saniat errmel
198572,7976337,aouama gharbia
198573,7976339,maamora
198575,7976353,val fleury
198576,7976362,marchan
198577,7976368,sania
198578,7976371,ahl loghlam hay assalam
198579,7976389,quartier bachkou
198580,7976404,nouaceur
198581,7976431,marrakech
198582,7976433,marrakech
198584,7976438,hay al fath
198585,7976442,hay moulay rachid 2
198586,7976444,al aalia
198587,7976452,casablanca marina
198589,7976479,hay qods
198590,7976499,ancienne medina
198591,7976509,ahlane
198592,7976512,massira 1
198593,7976529,route nationale assilah n1
198594,7976532,azrou
198595,7976549,victoria
198596,7976551,quartier administratif
198597,7976563,cgi
198599,7976581,riad oulad mtaa
198606,7976631,branes kdima
198607,7976635,agdal
198608,7976652,les princesses
198609,7976672,agadir melloul
198610,7976686,racine extension
198611,7976708,marjane
198613,7976759,saidia
198614,7976772,sidi allal el bahraoui
198616,7976843,centre ville
198617,7976849,hamza
198618,7976850,la colline
198619,7976871,ait ourir
198622,7976897,bir rami ouest
198623,7976902,sefrou
198624,7976912,hay fath
198625,7976919,hay mohammadi
198626,7976937,hay gryou
198627,7976940,ouarzazate
198629,7976951,maihta
198630,7976976,lissasfa
198632,7977006,sala el jadida
198633,7977031,haut anza
198634,7977045,had soualem
198635,7977047,racine
198637,7977055,hikma ii
198638,7977057,ennakhil palmeraie
198639,7977059,route de safi
198640,7977066,ait melloul
198642,7977074,medina
198644,7977080,les hopitaux
198646,7977089,marjane
198647,7977095,marjane
198648,7977120,moulay abdallah
198649,7977121,sidi bouknadel
198650,7977131,agdal
198651,7977144,tabriquet
198652,7977152,hay karima
198653,7977156,tabriquet
198654,7977158,bir jdid
198655,7977159,akkari
198658,7977224,sidi moumen
198659,7977231,ennakhil palmeraie
198660,7977250,essaada
198661,7977309,sidi bouknadel
198662,7977314,el kel c3 a2a des sraghna
198663,7977319,smaala
198664,7977322,sidi rahal
198665,7977339,route casablanca
198666,7977343,oulad hassoune
198667,7977347,bouskoura ville
198668,7977356,aviation mabella
198669,7977360,alfilline
198670,7977363,racine
198671,7977398,hamria
198672,7977410,souissi
198674,7977433,maamora
198675,7977445,hay al horria
198676,7977474,had soualem
198677,7977489,oulfa
198678,7977499,franceville
198679,7977519,tiznit
198680,7977546,larache
198682,7977576,essaada
198683,7977583,sidi rahal chatai
198684,7977599,oulfa
198686,7977634,amelkis
198687,7977636,route de fez
198688,7977658,mehdia
198690,7977686,marchouch
198691,7977692,lqliaa
198692,7977694,hay ait skato
198693,7977705,mehdia
198694,7977706,hay lalla haya
198695,7977707,asilah
198696,7977708,les cretes
198697,7977714,saniat errmel
198698,7977753,oulad frej
198699,7977772,khouribga
198700,7977796,founti
198703,7977801,tinghir
198705,7977812,route de l ourika
198706,7977814,saidia
198707,7977827,ville verte
198708,7977846,zegzel
198710,7977882,mandarona
198711,7977891,route d agadir essaouira
198712,7977897,hay nejma
198713,7977910,el qods
198716,7977986,beausejour
198717,7977993,youssoufia
198719,7978002,oulad wjih
198720,7978011,moulay lyazid
198721,7978072,sala el jadida
198722,7978074,berkane
198723,7978114,sidi allal el bahraoui
198724,7978125,route de l ourika
198725,7978136,anfa
198726,7978137,abouab sala
198727,7978152,riviera
198729,7978164,berrechid
198730,7978165,berrechid
198731,7978168,iziki
198732,7978169,el qaria
198733,7978170,lamiaa
198734,7978179,val fleury
198735,7978195,martil
198736,7978197,val fleury
198737,7978209,roches noires
198738,7978210,sidi allal el bahraoui
198739,7978222,ksar el kebir
198740,7978225,bir rami est
198741,7978232,la gironde
198742,7978240,les hopitaux
198743,7978241,temara
198746,7978246,sidi allal el bahraoui
198747,7978268,sidi slimane
198748,7978285,el menzeh
198755,7978326,mimosas
198756,7978332,mediouna
198757,7978355,ouazzane
198758,7978362,grand boulevard ahfir
198759,7978375,centre
198760,7978381,kaa el machraa
198762,7978419,el matar cite aviation
198763,7978453,arset el maach
198764,7978461,sidi slimane
198765,7978465,jnan ben chagra
198766,7978478,hay al haouz
198767,7978479,centre
198768,7978480,narjis
198769,7978500,hay cheikh lamfadel
198770,7978503,kaa el machraa
198771,7978512,mers el kheir
198772,7978534,ain sebaa
198773,7978538,abouab sala
198774,7978562,el hadadda
198775,7978572,ain diab
198777,7978582,champ de course
198779,7978605,hay targa
198780,7978619,ain diab
198781,7978635,andalous
198782,7978637,al hoceima
198783,7978640,port
198784,7978641,mkinssia
198786,7978644,harhoura
198787,7978648,ben guerir
198788,7978653,route de l ourika
198790,7978657,ain attig
198791,7978660,ain sebaa
198792,7978671,hay lalla soukaina
198793,7978673,route de ouarzazate
198794,7978675,manar
198795,7978676,oued eddahab
198796,7978682,ghmate
198797,7978684,plage oued cherrat
198798,7978694,oulad wjih
198799,7978695,oulad wjih
198800,7978699,cgi
198801,7978708,quartier du parc
198802,7978712,ain mezouar
198803,7978720,martil
198804,7978724,entree sud
198805,7978727,entree sud
198806,7978730,riad al atlas
198808,7978740,route casablanca
198809,7978741,mhamid
198812,7978755,casablanca
198813,7978760,gauthier
198814,7978761,casablanca
198816,7978768,casablanca
198817,7978772,zone industrielle
198825,7978878,gauthier
198826,7978883,derb al kabir
198827,7978889,la ville haute
198828,7978900,haut anza
198829,7978909,oulfa
198830,7978914,val fleuri
198831,7978965,sala el jadida
198832,7978973,centre ville
198833,7978989,agdal
198834,7979010,aharrarine
198835,7979011,sidi belyout
198836,7979014,al aaroui
198837,7979016,al aaroui
198838,7979018,al aaroui
198839,7979022,tanja balia
198840,7979027,route de l ourika
198841,7979028,al bassatine
198842,7979053,sidi bouzid
198843,7979054,hay salam
198844,7979056,centre ville
198845,7979061,berrechid
198846,7979064,ouled moussa
198847,7979073,bouskoura ville
198848,7979091,ain diab
198849,7979094,roches noires
198850,7979097,cente
198851,7979103,al hoceima
198853,7979112,dar bouazza
198854,7979124,palmier
198855,7979126,ahlane
198856,7979148,derb omar
198857,7979149,asilah
198858,7979159,sidi moumen
198859,7979170,mghogha
198860,7979185,dar bouazza
198861,7979186,sala el jadida
198862,7979193,beni mellal
198863,7979208,najmat al janoub
198864,7979210,manar
198865,7979257,franceville
198866,7979258,ain sebaa
198868,7979260,ben guerir
198869,7979271,racine
198870,7979280,plage rose maree
198871,7979281,les rosiers
198873,7979320,oulfa
198874,7979321,al boustane
198875,7979347,mediouna
198876,7979374,khouribga
198877,7979381,ben saleh
198878,7979418,quartier administratif
198879,7979425,ouarzazate
198880,7979428,ville verte
198881,7979447,agdal
198882,7979449,administratif
198883,7979451,azzouzia
198885,7979460,laghdira
198886,7979464,ait malek
198887,7979469,el menzeh
198888,7979481,fquih ben saleh
198889,7979494,lissasfa
198890,7979505,derb loubila
198891,7979533,ain diab extension
198892,7979537,hay essalam
198894,7979556,amelkis
198895,7979560,el inara
198896,7979568,bir rami est
198897,7979570,route immouzer
198899,7979586,safi 1
198900,7979588,iberie
198901,7979589,zouagha bas
198903,7979627,hay chouhada
198904,7979628,sidi maarouf
198905,7979639,lazaret
198906,7979658,tifelt
198907,7979661,camp al ghoul
198908,7979666,hivernage
198909,7979668,beausejour
198910,7979670,al qods
198911,7979671,hay al fath
198912,7979672,agdal
198915,7979695,route de safi
198916,7979721,souissi
198917,7979726,berrechid
198919,7979759,riad 1
198920,7979765,quartier du parc
198921,7979776,hay annahda
198922,7979780,al farah dar essalam
198925,7979800,racine
198931,7979819,route amizmiz
198935,7979837,racine
198936,7979846,palmier
198937,7979849,ain diab
198938,7979852,racine
198940,7979874,gauthier
198945,7979902,racine
198947,7979909,californie
198951,7979935,casablanca
198953,7979942,casablanca
198954,7979946,port
198956,7979948,port
198958,7979958,racine
198959,7979959,centre ville
198963,7979975,ain diab
198964,7979982,centre ville
198967,7980000,casablanca
198968,7980015,ain diab
198974,7980084,sidi allal el bahraoui
198975,7980085,casablanca
198977,7980091,anfa
198979,7980101,mimosas
198980,7980102,casablanca
198981,7980104,casablanca
198982,7980105,anfa
198986,7980109,racine
198987,7980110,racine
198989,7980114,casablanca
198990,7980115,casablanca
199001,7980167,triangle d or
199002,7980169,casablanca
199003,7980177,casablanca
199005,7980181,californie
199007,7980187,triangle d or
199010,7980192,casablanca
199014,7980240,mesnana
199015,7980271,chefchaouen
199016,7980287,maihta
199017,7980321,riviera
199019,7980383,agdal
199020,7980392,ain attig
199021,7980394,route amizmiz
199022,7980400,harhoura
199023,7980401,berkane
199024,7980419,ennajd
199025,7980421,zone industrielle moulay rachid
199027,7980428,azli
199028,7980433,anassi
199029,7980444,casabarata
199032,7980469,hassan centre ville
199033,7980521,hay al fath
199034,7980525,agdal
199035,7980526,les hopitaux
199036,7980529,lissasfa
199037,7980530,lissasfa
199038,7980531,iberie
199039,7980539,daoudiat
199040,7980554,riad zitoun
199041,7980558,centre ville
199042,7980560,dar bouazza
199043,7980563,route de meknes
199044,7980581,beausejour
199045,7980583,maarif
199046,7980590,douar laarab
199047,7980592,sidi rahal chatai
199048,7980614,ain diab
199049,7980622,gueliz
199050,7980624,zone industrielle moulay rachid
199051,7980627,moulay abdallah
199052,7980628,ain diab extension
199053,7980642,secteur touristique
199054,7980643,manar
199055,7980647,manar
199056,7980661,al aalia
199057,7980679,maghrib arabi
199058,7980682,hay salam
199059,7980684,entree sud
199061,7980755,hay tissir
199062,7980762,sidi maarouf
199063,7980845,al hoceima
199064,7980848,eddir
199065,7980850,eddir
199067,7980882,route de l ourika
199069,7981057,asilah
199070,7981071,arbaoua
199071,7981555,saidia
199072,7981589,mhamid
199073,7981605,dar bouazza
199074,7981610,haut founty
199075,7981617,mhamid
199076,7981623,drargua
199077,7981628,californie
199079,7981669,oued laou
199080,7981680,casablanca finance city
199081,7981681,sidi rahal
199082,7981688,la ville haute
199083,7981727,bourgogne ouest
199085,7981753,bouargane
199086,7981757,la ville haute
199087,7981768,aharrarine
199088,7981781,hay nahda
199089,7981793,administratif
199090,7981794,arriere pays
199091,7981798,sidi moumen
199092,7981800,zeghanghane
199093,7981813,boulevard med 6
199095,7981816,m diq
199096,7981819,l habitat
199097,7981824,route de tahanaout
199098,7981826,errahma
199099,7981828,al oioun sidi mellouk
199100,7981830,hay zobir
199101,7981837,sidi rahal chatai
199102,7981873,hay annahda
199104,7981884,port tanger ville
199105,7981891,dar bouazza
199106,7981892,route de meknes
199107,7981900,hay salam
199108,7981902,bir jdid
199109,7981912,hay targa
199110,7981917,triangle d or
199111,7981919,sidi moumen
199112,7981921,youssoufia
199113,7981943,lharya
199114,7981963,riviera
199115,7981966,route de safi
199116,7981974,du golf
199119,7981988,sidi maarouf
199120,7982000,hay moulay abdellah
199121,7982003,hay mabrouka
199122,7982007,tifelt
199123,7982008,asilah
199124,7982009,aeroport
199125,7982011,belvedere
199128,7982043,harbil
199129,7982074,hay zobir
199130,7982076,ksar el kebir
199131,7982078,bel air val fleuri
199132,7982082,talborjt
199135,7982157,dar bouazza
199136,7982172,hay badr
199138,7982177,oulad said
199139,7982186,oulfa
199140,7982209,hay badr
199141,7982215,route de safi
199142,7982238,medina
199143,7982300,californie
199144,7982309,guelmim
199145,7982311,mers sultan
199146,7982315,route se sefrou
199147,7982322,racine
199149,7982331,abbadi
199150,7982335,administratif
199151,7982349,saidia
199152,7982350,sidi othmane
199153,7982393,bouaakkaz
199154,7982404,centre ville
199155,7982424,martil
199156,7982429,agdal
199159,7982440,al qods
199160,7982451,jbilat
199161,7982452,gauthier
199162,7982454,route de l ourika
199163,7982465,route de l ourika
199164,7982468,tahannaout
199166,7982502,nouaceur
199167,7982504,oasis
199169,7982521,massira 1
199170,7982529,route de l ourika
199172,7982569,saadla
199173,7982577,route amizmiz
199174,7982579,ain diab extension
199175,7982585,casablanca finance city
199176,7982589,arset sbaia
199177,7982605,agdal
199178,7982608,lissasfa
199179,7982612,industriel
199180,7982621,lalla aicha
199181,7982640,hay salama
199182,7982650,al hoceima
199183,7982655,nouvelle ville
199184,7982656,hay al fath
199185,7982664,berrechid
199186,7982670,maarif
199187,7982683,al qods
199188,7982685,racine
199189,7982691,berrechid
199190,7982692,route de l ourika
199191,7982698,route de l ourika
199193,7982722,ain amiyer
199194,7982723,nassim
199195,7982730,route casablanca
199196,7982732,route de marrakech
199200,7982819,hay firdaouss
199201,7982870,sidi rahal chatai
199202,7982873,ferme bretonne hay arraha
199203,7982886,les hopitaux
199204,7982949,entree sud
199205,7982951,oasis
199206,7982953,ain diab extension
199207,7982985,rmila
199208,7982987,cap spartel
199209,7982988,fnideq
199210,7982999,sidi rahal
199211,7983011,nouvelle ville
199213,7983047,oued laou
199214,7983049,hay mabrouka
199215,7983052,cil hay salam
199216,7983075,derb ghalef
199217,7983086,lamharza essahel
199218,7983095,mhamid
199221,7983126,hay moulay abdellah
199222,7983130,majorelle
199223,7983132,camp al ghoul
199224,7983144,mghogha
199225,7983146,hassan centre ville
199226,7983162,zone industrielle mghogha
199227,7983163,moujahidine
199228,7983167,azemmour
199229,7983169,route de ouarzazate
199230,7983171,mimosas
199231,7983173,route amizmiz
199232,7983177,tabriquet
199233,7983181,hay alfalah
199234,7983190,hay nassim
199235,7983196,al qods
199236,7983218,route amizmiz
199237,7983224,bouarfa
199238,7983238,oulfa
199240,7983257,oulfa
199241,7983265,zouagha bas
199242,7983271,plage oued cherrat
199243,7983274,hay oued dahab
199244,7983276,les hopitaux
199245,7983281,camp al ghoul
199246,7983284,sidi kacem
199247,7983286,hay el qods
199248,7983295,azib derai
199249,7983298,malabata
199251,7983307,la siesta
199255,7983312,eddir
199256,7983313,eddir
199257,7983314,hamria
199258,7983325,harbil
199259,7983333,iziki
199261,7983428,ennakhil palmeraie
199262,7983466,californie
199263,7983484,ain sebaa
199264,7983486,beausejour
199265,7983495,route de l ourika
199266,7983503,azrou
199267,7983521,riyad
199268,7983523,californie
199269,7983560,triangle d or
199270,7983563,essaada
199272,7983569,marjane
199273,7983578,massira 1
199274,7983606,daoudiat
199275,7983607,berrechid
199276,7983611,riyad
199277,7983640,californie
199278,7983656,hay dakhla
199279,7983673,mannesmann
199280,7983675,tassoultante
199281,7983690,route d agadir essaouira
199282,7983702,rabat
199284,7983706,sala el jadida
199285,7983711,ksar el kebir
199287,7983728,asilah
199288,7983730,la ville haute
199289,7983735,imarat
199290,7983737,route d agadir essaouira
199291,7983754,andalousse
199292,7983755,plage oued cherrat
199293,7983772,khenifra
199299,7983797,sidi moumen
199300,7983815,route de l ourika
199302,7983868,oulad m barek
199303,7983887,oulad tayeb
199304,7983888,route de safi
199305,7983890,farkhana
199306,7983912,camp al ghoul
199307,7983915,sala el jadida
199308,7983920,marjane
199309,7983923,de la plage
199310,7983929,beausite
199311,7983935,sala el jadida
199312,7983951,sidi allal el bahraoui
199313,7983953,centre
199314,7983956,les hopitaux
199315,7983958,tit mellil
199317,7983983,berrechid
199318,7983987,anfa
199320,7984001,champ de course
199321,7984003,gueliz
199322,7984010,koudia
199324,7984027,maarif
199325,7984033,boukhalef
199326,7984042,el mansouria
199327,7984061,ouarzazate
199328,7984067,douar lareich
199329,7984069,amelkis
199330,7984094,ait melloul
199331,7984097,centre
199333,7984140,gueliz
199334,7984141,route de fez
199335,7984142,hay rahma
199338,7984152,hay bensouda
199339,7984158,al hoceima
199340,7984168,ben serguaou
199341,7984185,itzer
199342,7984186,dar bouazza
199343,7984200,hassan centre ville
199344,7984208,mers sultan
199345,7984218,temara plage
199346,7984268,chichaoua
199347,7984281,el qods
199349,7984311,issil
199350,7984321,beausite
199351,7984344,route de ouarzazate
199352,7984393,centre ville
199353,7984400,la gironde
199354,7984408,beausejour
199355,7984409,gauthier
199356,7984427,massira 2
199357,7984443,hay chmaou
199358,7984444,bir jdid
199359,7984458,centre ville
199360,7984463,siusse
199361,7984494,najd
199362,7984519,hay salam
199363,7984531,les hopitaux
199364,7984546,mont fleuri
199365,7984552,polo
199366,7984562,quods
199367,7984603,val fleury
199369,7984614,route casablanca
199370,7984630,hivernage
199371,7984640,imzouren
199372,7984657,la ville haute
199374,7984674,el mansouria
199375,7984677,oulfa
199376,7984696,californie
199377,7984700,ghiata al gharbia
199378,7984704,ait melloul
199380,7984713,ben dibane
199381,7984718,chefchaouen
199383,7984726,wilaya
199385,7984732,ounagha
199386,7984733,saniat errmel
199387,7984741,sidi talha
199388,7984744,centre ville
199389,7984751,bir rami est
199390,7984772,abi horaira
199391,7984780,lamaachate
199392,7984784,dar bouazza
199394,7984800,amsernate
199395,7984802,miftah el kheir
199396,7984807,azzinate
199397,7984823,ouahat sidi brahim
199398,7984829,casablanca finance city
199401,7984841,hay al mohammadi
199402,7984851,maamora
199403,7984855,ain sebaa
199404,7984859,sahel chamali
199408,7984867,riad isli
199409,7984870,essaada
199410,7984877,gauthier
199411,7984890,nouaceur
199412,7984892,roches noires
199413,7984902,bir jdid
199415,7984911,hay badr
199416,7984918,route ain chkaf
199419,7984966,tit mellil
199420,7984973,gueliz
199421,7984990,berrechid
199422,7984999,bni ansar
199423,7985045,racine
199424,7985057,al aalia
199425,7985062,sidi maarouf
199426,7985078,hamria
199427,7985087,racine
199428,7985095,tamesna
199429,7985101,hay mohammadi
199432,7985120,tit mellil
199433,7985133,agdal
199434,7985135,sidi maarouf
199435,7985165,riad zitoun
199436,7985178,rmila
199437,7985190,rmila
199438,7985204,boumalne dades
199439,7985227,martil
199440,7985240,route de fez
199441,7985290,derb el mitre
199444,7985313,californie
199445,7985315,al boustane
199446,7985319,mimosas
199447,7985330,racine
199449,7985336,mimosas
199450,7985341,maarif extension
199451,7985370,oulad hassoune
199452,7985376,quartier des ambassades
199453,7985386,azemmour
199454,7985387,hay ach chbanat
199455,7985391,bouaakkaz
199456,7985392,essaada
199457,7985404,imouzzer kendar
199460,7985435,l ocean
199461,7985437,val fleury
199462,7985461,aviation mabella
199463,7985468,al bassatine
199466,7985499,lahrarta
199467,7985512,cil hay salam
199469,7985533,hay mohammadi
199471,7985544,ahlane
199473,7985555,khouribga
199474,7985570,fnideq
199475,7985576,oulfa
199476,7985615,roches noires
199477,7985616,sania
199478,7985651,dar bouazza
199479,7985652,tit mellil
199481,7985732,laarassi
199482,7985743,jbel kbir
199483,7985778,polo
199485,7985790,harhoura
199486,7985796,sidi maarouf
199487,7985807,bab al bahr
199488,7985813,bourmana
199489,7985859,assam
199490,7985875,tit mellil
199491,7985877,polo
199492,7985886,saidia
199493,7985890,hivernage
199494,7985891,laymoune
199495,7985924,maghrib arabi
199497,7985931,tizgane
199498,7985960,centre
199499,7985967,souissi
199500,7985975,maarif extension
199502,7985993,palmier
199503,7986000,al karaouiyine
199504,7986005,haut agdal
199505,7986018,bourgogne ouest
199506,7986019,maarif extension
199507,7986022,agdal
199508,7986027,centre
199509,7986047,gueliz
199510,7986053,hay mohammadi
199511,7986075,les hopitaux
199512,7986077,gauthier
199514,7986099,oulad wjih
199515,7986110,asilah
199516,7986121,hay al wahda
199517,7986129,asilah
199518,7986137,sidi bou othmane
199519,7986142,centre ville
199520,7986151,harhoura
199521,7986152,tamesna
199522,7986155,roches noires
199523,7986163,hay chmaou
199524,7986167,el mansouria
199525,7986170,sidi moussa
199526,7986176,taboula
199528,7986184,maarif
199529,7986196,tamesna
199530,7986211,benjdia
199532,7986221,plage oued cherrat
199534,7986251,oasis
199537,7986275,roches noires
199540,7986350,mandarona
199541,7986358,sidi maarouf
199542,7986373,derb chtouka
199543,7986378,sidi bou amar
199545,7986388,racine
199547,7986391,les hopitaux
199548,7986393,ain borja
199549,7986401,dar bouazza
199551,7986438,khouribga
199553,7986494,saidia
199554,7986536,ain johra
199555,7986544,hay palestine
199556,7986546,berrechid
199557,7986553,oulfa
199558,7986554,zone industrielle mghogha
199559,7986563,sala el jadida
199560,7986574,hay targa
199562,7986579,deroua
199564,7986596,dar bouazza
199565,7986598,wilaya
199566,7986611,plateau al batha
199567,7986619,route d agadir essaouira
199568,7986633,sala el jadida
199569,7986634,hay kassam
199570,7986644,hay targa
199571,7986655,massira 1
199572,7986695,tamesna
199573,7986710,zenata
199574,7986717,berrechid
199575,7986718,cil hay salam
199576,7986720,hivernage
199577,7986743,hay mabrouka
199578,7986748,hay zitoune
199579,7986763,tiznit
199580,7986768,hay el menzah
199581,7986775,abouab sala
199582,7986790,saidia
199583,7986801,aharrarine
199584,7986811,sidi bouknadel
199589,7986835,ain sebaa
199590,7986862,hay dakhla
199591,7986898,hay hassani
199592,7986899,route de fez
199593,7986943,entree sud
199594,7986961,bouskoura ville
199595,7986982,nassim 1
199596,7986985,ait melloul
199598,7986990,la ville haute
199601,7987018,sidi allal el bahraoui
199602,7987024,oulfa
199603,7987025,ancienne medina
199604,7987026,issil
199606,7987033,oulfa
199607,7987037,lalla zahra
199608,7987042,racine
199609,7987043,racine
199611,7987047,centre
199613,7987049,michouar
199614,7987053,maghrib arabi
199615,7987065,dar bouazza
199616,7987071,moujahidine
199617,7987100,quartier du soleil
199618,7987105,sidi hajjaj
199619,7987111,route ain chkaf
199620,7987114,agdal
199621,7987116,belvedere
199623,7987123,abouab sala
199624,7987126,al bahraoyine
199625,7987128,hay hassani
199626,7987131,samlalia
199627,7987139,ismalia
199628,7987143,plage oued cherrat
199629,7987161,hay oued dahab
199630,7987175,bir el ghazi
199632,7987223,mghogha
199633,7987227,route de rabat
199634,7987234,sakani
199635,7987244,ouarzazate
199636,7987261,tarmigt
199637,7987264,el mdrassi
199638,7987273,el menzeh
199639,7987279,harhoura
199640,7987285,plage oued cherrat
199641,7987290,drissia
199642,7987313,al amal
199644,7987333,hay al farah
199646,7987337,guich oudaya
199647,7987345,sidi rahal chatai
199649,7987355,deroua
199650,7987358,route casablanca
199651,7987366,hay fath
199652,7987388,sidi belyout
199653,7987409,tit mellil
199654,7987412,sidi bouzid
199655,7987435,mesnana
199656,7987441,ain borja
199657,7987454,marjane
199658,7987456,amtar
199659,7987459,anfa
199661,7987463,route de safi
199662,7987464,hay ach chbanat
199663,7987470,ain diab
199664,7987472,drargua
199665,7987483,martil
199666,7987498,oasis
199668,7987564,administratif
199669,7987577,route de fez
199671,7987617,route casablanca
199672,7987620,les hopitaux
199673,7987622,les princesses
199674,7987624,lahrarta
199675,7987673,el qaria
199677,7987685,oasis
199678,7987689,centre ville
199679,7987709,martil
199680,7987725,saidia
199681,7987734,sidi maarouf
199682,7987738,al madina aljadida
199683,7987740,mhamid
199684,7987741,beni mellal
199685,7987743,riyad
199686,7987761,al kawtar
199687,7987762,massira 2
199688,7987763,narjiss
199689,7987764,plage oued cherrat
199690,7987766,berrechid
199692,7987787,ouled teima
199693,7987792,route de fez
199694,7987815,ait kamra
199695,7987833,bourgogne ouest
199696,7987855,al qods
199697,7987864,tafraout
199698,7987875,ghmate
199699,7987881,al hoceima
199700,7987883,ghmate
199701,7987886,hay rahma
199702,7987904,tit mellil
199703,7987917,hay hassani
199704,7987930,ourika
199705,7987932,wislane
199707,7987950,hay el menzah
199708,7987959,les princesses
199709,7987970,ksar sghir
199710,7987985,les princesses
199711,7987994,les princesses
199712,7987999,oasis
199713,7988003,casablanca finance city
199714,7988008,ghmate
199715,7988026,du golf
199716,7988031,bouskoura ville
199717,7988038,hay al azhar
199718,7988080,ferme bretonne hay arraha
199719,7988090,al kawtar
199720,7988092,alouane
199721,7988109,taboula
199722,7988114,hay massira
199724,7988133,quartier bachkou
199725,7988134,m diq
199726,7988137,roches noires
199727,7988138,golf de benslimane
199728,7988159,route de tahanaout
199729,7988168,route casablanca
199730,7988172,anfa
199731,7988175,sidi bouzekri
199732,7988183,centre
199733,7988190,larache
199734,7988194,souissi
199735,7988205,sidi abbad
199736,7988229,chefchaouen
199737,7988239,racine
199738,7988253,khouribga
